"client_id","client_first_name","client_middle_name","client_last_name","client_fio_full","client_bday","client_bplace","client_cityzen","client_resident_cd","client_gender","client_marital_cd","client_graduate","client_child_cnt","client_mil_cd","client_zagran_cd","client_inn","client_snils","client_vip_cd","contact_vc","contact_tg","contact_other","contact_email","contact_phone","addr_region","addr_country","addr_zip","addr_street","addr_house","addr_body","addr_flat","addr_area","addr_loc","addr_city","addr_reg_dt","addr_str","fin_rating","fin_loan_limit","fin_loan_value","fin_loan_debt","fin_loan_percent","fin_loan_begin_dt","fin_loan_end_dt","stream_favorite_show","stream_duration","create_date","update_date","source_cd"
"1607","дугорма","азилькишевна","барохова","барохова дугорма азилькишевна","1977-01-24","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","barokova@yemeni.cc","9863594227","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","король лев","262","2022-06-08","2024-08-26","","[230314543]"
"1608","тания","мубаракшеевна","черемнова","черемнова тания мубаракшеевна","1940-08-13","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","heremnova@beautifulboy.com","9371329123","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","lost","201","2020-10-25","2024-05-01","","[858104147]"
"1609","джанико","абдужабборович","харников","тыртиков данило таипович","1939-03-29","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","tyrtikov@financier.com","9019534824","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","во все тяжкие: путь","1475","2021-11-24","2023-09-01","","[58728674, 513774931]"
"1610","рауда","бахтахуновна","шурпатова","шурпатова рауда бахтахуновна","1930-07-03","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","hurpatova@sluggy.net","9926895436","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","money heist","169","2021-09-13","2021-09-13","","[756473509]"
"1611","иномжок","тюлепович","михедькин","михедькин иномжок тюлепович","1978-12-18","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","miked_kin@pskov.biz","9933309962","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","пацаны","1192","2021-11-28","2022-02-05","","[139490040]"
"1612","алияр","алимгереевич","лобацкий","лобацкий алияр алимгереевич","1942-01-10","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","lobazkij@whatisthis.com","9345647321","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","секретные материалы","445","2023-01-12","2023-01-12","","[482525181]"
"1613","эльзида","норгалиевна","пантелеева","пантелеева эльзида норгалиевна","1991-04-09","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","panteleeva@catholicemail.com","9538928535","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","deadpool","534","2022-05-26","2024-04-29","","[874062736]"
"1614","пазыл","мудеирович","пислигин","пислигин пазыл мудеирович","1985-02-19","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","pisligin@publicist.com","9687661205","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","список шиндлера","770","2019-10-04","2019-10-04","","[798068707]"
"1615","андрианна","мифтаховна","швеина","швеина андрианна мифтаховна","1944-04-08","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","hveina@deliveryman.com","9822488351","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","клан сопрано","1093","2024-01-28","2024-01-28","","[750226008]"
"1616","зачита","альфонсо","ронзик","ронзик зачита альфонсо","1966-06-20","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","ronzik@bodybuilders.com","9259402879","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","звездные войны: новая надежда","271","2022-12-13","2024-03-19","","[885512316]"
"1617","найила","шангереевна","бостенкова","бостенкова найила шангереевна","2026-09-20","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","bostenkova@loveemail.com","9425163417","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","deadpool","842","2021-12-26","2021-12-26","","[304327146]"
"1618","сиражудин","баншевич","ферлий","ферлий сиражудин баншевич","1965-07-25","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","ferlij@norilsk.info","9211685083","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","доктор кто","719","2022-12-30","2022-12-30","","[674296095]"
"1619","элида","ильяшевна","сороковая","сороковая элида ильяшевна","2046-07-23","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","sorokovay@latinogreeks.com","9022597739","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","академия амбрелла","572","2021-06-23","2023-12-13","","[130011675]"
"1620","пирали","зиядинович","минаханов","минаханов пирали зиядинович","1972-03-08","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","minakanov@gobot.com","9036472846","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the truman show","828","2023-11-11","2023-11-11","","[496558327]"
"1621","малохат","гельмединовна","ивантеева","ивантеева малохат гельмединовна","1997-08-09","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","ivanteeva@human.lv","9799017627","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","во все тяжкие","1348","2020-09-30","2020-09-30","","[228584843]"
"1622","алмасбай","муллабаевич","дурнов","дурнов алмасбай муллабаевич","1954-08-09","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","durnov@kickboxing.com","9115006748","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","a star is born","810","2022-01-31","2022-08-04","","[64920414]"
"1623","азизи","ойханович","пегашов","пегашов азизи ойханович","1988-07-13","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","pegahov@kaluga.tv","9158494815","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","холодное сердце","484","2023-12-04","2024-01-10","","[361690639]"
"1624","турарбек","сисембайевна","фандрова","фандрова турарбек сисембайевна","1957-11-07","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","fandrova@surfguiden.com","9166294962","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","король лев","189","2019-12-09","2019-12-09","","[197743118]"
"1625","казимера","зулькифовна","симухина","симухина казимера зулькифовна","1956-04-18","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","simukina@karak.cc","9621876281","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","пианист","1183","2020-01-05","2020-01-05","","[865231882]"
"1626","риман","дациевич","джулавханов","джулавханов риман дациевич","1921-11-04","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","dzulavkanov@wmail.ru","9846029308","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","начало","633","2023-09-16","2023-09-16","","[64130567]"
"1627","изамудин","бальчинович","писарь","писарь изамудин бальчинович","0072-01-16","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","pisar_@inet.ua","9653528965","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","исчезнувшая","970","2019-09-30","2021-01-25","","[991985257]"
"1628","асльбек","мутуевич","сабаралеев","сабаралеев асльбек мутуевич","1968-05-14","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","sabaraleev@gamebox.net","9711614800","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","breaking bad: el camino","494","2022-08-27","2022-08-27","","[553593425]"
"1629","назар","нусратулоевич","ддукаев","ддукаев назар нусратулоевич","1940-08-14","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","dukaev@pop3.ru","9939965355","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","гарри поттер и философский камень","637","2023-11-20","2023-11-20","","[721224483]"
"1630","раиа","хасановна","сюркова","сюркова раиа хасановна","2041-02-11","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","surkova@congiu.net","9922898214","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","властелин колец: возвращение короля","1187","2024-08-31","2024-08-31","","[77266562]"
"1631","ыслам","тайыспаалыкович","георгадзе","георгадзе ыслам тайыспаалыкович","1965-12-10","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","georgadze@london.com","9289408161","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","энканто","629","2020-09-09","2024-04-04","","[945725185]"
"1632","масма","абильдеевна","стасишева","стасишева масма абильдеевна","1968-08-09","п. южно-сахалинск","rus","д","ж","д","н","0","н","д","","","н","""""","""""","""""","stasiheva@obninsk.info","9888472463","50","1103","","юбилейная ул","""16""","""""","""33""","воскресенский р-н","""""","""""","","""50","","","","","","","","","","","","","[448795115]"
"1633","дженис","нугамбировна","войшнарович","войшнарович дженис нугамбировна","1931-03-20","с.старый олов чернышевского района  читинской области","rus","д","ж","д","н","3","д","н","","","н","""""","""""","""""","vojhnarovih@hamra.cc","9623291433","75","1103","","железнодорожная","""4""","-","""43""","забайкальский","""""","--","","""75","","","","","","","","4","1495000","","","","[105626678]"
"1634","эсентай","арангалевич","богута","богута эсентай арангалевич","1973-08-27","гор.дрезден германской демократической республики","rus","д","м","д","н","3","д","д","","","н","""""","""""","""""","boguta@buraydah.cc","9629786651","2","1103","","колхозная","""1""","""""","""7""","чишминский","""""","""""","","""2","","","","","","","","","","","","","[76381556]"
"1635","шоен","мирзабахрамович","урбонас","урбонас шоен мирзабахрамович","2003-10-23","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","urbonas@animalfan.net","9323294272","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","rick and morty","388","2019-10-09","2019-10-09","","[291277049]"
"1636","ниевер","шуреевна","броцмана","броцмана ниевер шуреевна","1961-05-18","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","brozman@krovatka.net","9156004732","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","рассказ служанки","1451","2023-01-05","2023-09-01","","[578986279]"
"1637","аветис","ильярович","хрулёв","хрулёв аветис ильярович","1982-01-04","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","krulev@eritrea.cc","9009319054","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the handmaid's tale","623","2021-09-27","2023-03-03","","[824271730]"
"1638","орынтай","айвовна","горячевская","горячевская орынтай айвовна","1992-08-19","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","goryhevskay@allhiphop.com","9493802479","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the irishman","862","2020-12-23","2020-12-23","","[773817967]"
"1639","гульсима","консантиновна","косогорова","косогорова гульсима консантиновна","0964-04-07","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","kosogorova@tomsk.info","9049285443","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","гарри поттер и философский камень","1047","2023-05-30","2023-05-30","","[903945698]"
"1640","видадил","юнбокович","бололтов","бололтов видадил юнбокович","1935-09-21","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","bololtov@bikermail.com","9295509860","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","пацаны","1087","2023-10-29","2023-10-29","","[507610385]"
"1641","анелия","салемдяновна","саввинова","саввинова анелия салемдяновна","1962-11-30","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","savvinova@doglover.com","9929227417","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","титаник","1411","2024-04-30","2024-04-30","","[55171072]"
"1642","демур","ромазанович","бегуненко","бегуненко демур ромазанович","1988-04-12","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","begunenko@orel.tv","9941642645","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","крестный отец","536","2022-09-29","2022-09-29","","[105844371]"
"1643","люсьенна","герулдо","ростиславская","ростиславская люсьенна герулдо","1981-01-07","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","rostislavskay@teamster.net","9282622269","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","молчание ягнят","501","2024-02-20","2024-02-20","","[689003584]"
"1644","собирджон","исагалиевич","полиевктов","полиевктов собирджон исагалиевич","1965-11-15","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","polievktov@sok.lv","9163838056","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the matrix reloaded","879","2024-01-22","2024-01-22","","[699531289]"
"1645","сафдар","тезисович","билоконь","билоконь сафдар тезисович","1946-03-08","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","bilokon_@teamster.net","9591415541","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","карточный домик","1047","2022-04-26","2022-04-26","","[342043354]"
"1646","яффа","мавлауовна","вопилова","вопилова яффа мавлауовна","1952-06-04","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","vopilova@womenmail.ru","9504886197","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","карточный домик","533","2021-04-20","2021-04-20","","[254409134]"
"1647","махаддин","халдарваевич","васемазов","васемазов махаддин халдарваевич","1994-11-23","город нефтекумск ставрапольского края","rus","д","м","д","н","1","д","н","","","н","""""","""""","""""","vasemazov@1-usa.com","9716869210","63","1103","","опытная","""20""","""""","""2""","""""","""""","уфа","","""63","","","","","8","","","","","","","","[130829723]"
"1648","эраде","исмагзамовна","пипа","пипа эраде исмагзамовна","0059-06-25","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","pipa@zambia.cc","9991337945","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","крестный отец 2","235","2020-03-22","2020-03-22","","[201304104]"
"1649","надра","саграбовна","андржеевская","бельева надра гайсевна","1926-04-27","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","andrzeevskay@irow.com","9496443539","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","мир дикого запада","342","2022-06-28","2023-07-24","","[899387139, 962923161]"
"1650","шахноза","яхиновна","шитакова","шитакова шахноза яхиновна","1928-05-06","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","hitakova@oued.org","9039219960","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the king's speech","926","2020-08-21","2020-08-21","","[389773034]"
"1651","гульбика","шабуковна","удашова","удашова гульбика шабуковна","2012-01-15","дер. старая икшурма сабинского района татарской асср","rus","д","ж","д","н","2","н","д","","","н","""""","""""","""""","udahova@smolensk.tv","9255669995","58","1103","","рахманинова","""7""","""1""","""3""","""""","""""","пенза","","""58","","","","","","","","","","","","","[970697512]"
"1652","сейдали","ратмилович","ереков","ереков сейдали ратмилович","1952-02-14","гор.ульяноск","rus","д","м","д","н","3","д","н","","","н","""""","""""","""""","erekov@troamail.org","9861637785","86","1103","","шукшина","""14""","""""","""4""","сургутский","""""","""""","","""86","","","","","","","","","","","","","[717331009]"
"1653","станеслав","зуфарович","уздяев","уздяев станеслав зуфарович","1945-07-21","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","uzdyev@agadir.cc","9913112709","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","однажды в голливуде","874","2022-04-07","2022-10-15","","[303755962]"
"1654","танзиль","ханбилович","жемчужин","жемчужин танзиль ханбилович","2005-06-14","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","zemhuzin@adexec.com","9566292904","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","молчание ягнят","1016","2022-06-12","2022-06-12","","[770918304]"
"1655","гульямал","максудовна","шура","шура гульямал максудовна","1977-02-03","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","hura@manama.cc","9997306410","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","карточный домик","515","2023-06-12","2024-07-04","","[165003099]"
"1656","агнес","хичельевна","бывальцева","бывальцева агнес хичельевна","1929-07-02","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","byval_zeva@catlovers.com","9788764255","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","toy story","1279","2022-11-03","2022-11-03","","[584118792]"
"1657","эльдаркади","сарудинович","джанбулатов","джанбулатов эльдаркади сарудинович","1966-06-07","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","dzanbulatov@pisem.net","9199661956","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","гладиатор","252","2019-10-10","2019-10-10","","[605093404]"
"1658","чулпан","ганиуловна","осачук","осачук чулпан ганиуловна","1962-05-13","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","osahuk@autoindia.com","9058974017","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","star wars: a new hope","821","2022-04-07","2022-04-07","","[911871208, 76482152]"
"1659","шохсанам","багатуровна","ибайдуллаева","ибайдуллаева шохсанам багатуровна","1977-01-11","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","ibajdullaeva@sugarray.com","9106694017","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","jojo rabbit","475","2022-09-09","2022-09-09","","[808646267]"
"1660","нюрпаша","язкарович","артёменко","артёменко нюрпаша язкарович","1966-04-21","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","artemenko@beautifulboy.com","9219633621","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","joker","896","2023-10-15","2023-10-15","","[150186415]"
"1661","фанзалия","амангилдыева","керенская","керенская фанзалия амангилдыева","1965-11-18","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","kerenskay@writeme.com","9834548794","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","симпсоны","775","2022-06-15","2022-06-15","","[777584091]"
"1662","маркоз","мирзалиевич","ляпихин","ляпихин маркоз мирзалиевич","1960-12-14","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","lypikin@deliveryman.com","9976565856","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","паразиты","1038","2023-11-17","2023-11-17","","[259004003]"
"1663","патриция","рувиновна","марачковская","марачковская патриция рувиновна","2003-03-17","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","marahkovskay@jazzemail.com","9289287571","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","рассказ служанки","920","2023-08-11","2023-08-11","","[309866584]"
"1664","хамро","минфатикович","адигюзелов","адигюзелов хамро минфатикович","1975-02-19","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","adiguzelov@homeworking.org","9211563784","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","toy story","1032","2022-12-12","2022-12-12","","[856100697]"
"1665","зюльфугар","шарифуллаевич","ганюгин","ганюгин зюльфугар шарифуллаевич","1996-06-29","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","ganugin@37.com","9258825839","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","офис","1074","2019-12-28","2022-11-02","","[246002276]"
"1666","шамхал","шахалиевич","дерюжин","дерюжин шамхал шахалиевич","1903-05-20","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","deruzin@zagazig.cc","9966528978","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","spider-man: into the spider-verse","641","2022-12-30","2022-12-30","","[426357143]"
"1667","еликсей","жовдятович","обух","обух еликсей жовдятович","1939-06-18","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","obuk@hebron.tv","9365978045","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the x-files","296","2023-12-28","2023-12-28","","[557117997]"
"1668","миндинур","мустафьевна","степанянц","степанянц миндинур мустафьевна","1926-02-12","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","stepanynz@musician.net","9892147065","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","euphoria","226","2020-09-25","2020-09-25","","[337071807]"
"1669","гольниса","муртузалиевна","мялькина","мялькина гольниса муртузалиевна","1950-05-25","карагандинская обл. казахстан","rus","","ж","","""""","","","","","","""""","""""","""""","""""","myl_kina@marillion.net","9229885042","42","1103","","сумского","""30""","""""","""4""","""""","""""","новокузнецк","","""42","","","","","","","","","","","","","[262651236]"
"1670","зурган","мирболатовна","братмаер","братмаер зурган мирболатовна","1986-11-05","с.егорьевка абдулинского р-на оренбургской обл","rus","","ж","","""""","","","","","","""""","""""","""""","""""","bratmaer@mymail-in.net","9185808091","50","1103","","""""","""130""","""""","""""","луховицкий","""""","""""","","""50","","","","","","","","","","","","","[668806976]"
"1671","бэлик","минсабитович","маллалиев","маллалиев бэлик минсабитович","0193-08-12","с.моховое ершовского р-на  саратовской обл.","rus","д","м","д","н","3","д","н","","","н","""""","""""","""""","mallaliev@iphon.biz","9223328948","28","1103","","первостроителей 4-я","""2""","""""","""36""","тындинский","""""","""""","","""28","","","","","","","","1113000","214386","","2018-02-20","2019-12-17","[917591669]"
"1672","джахфар","амгаланович","акмашев","акмашев джахфар амгаланович","1943-07-03","рост обл миллеровский р. с.туриловка","rus","д","м","д","д","2","д","д","","","н","""""","""""","""""","akmahev@eminemfans.com","9676052864","24","1103","","ефремова","""8""","""""","""44""","боготольский","""""","боготол","","""24","","","","","","","","","","","","","[327129423]"
"1673","юзлибика","мудаббировна","огорилко","огорилко юзлибика мудаббировна","1903-11-23","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","ogorilko@lobbyist.com","9947055196","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","гладиатор","960","2021-03-12","2021-03-12","","[884714839]"
"1674","марггам","эмиль кызы","меркулова","меркулова марггам эмиль кызы","1965-07-11","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","merkulov@counsellor.com","9034536692","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","ирландец","661","2023-12-12","2023-12-12","","[347088246]"
"1675","узайли","исломбекович","мерных","мерных узайли исломбекович","1944-12-01","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","mernyk@ecologyfund.com","9551788304","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the truman show","1086","2023-07-23","2023-09-23","","[848034722]"
"1676","егиазар","велкиши оглы","анесян","анесян егиазар велкиши оглы","1924-11-28","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","anesyn@seeb.cc","9026131261","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","корона","1443","2020-09-23","2021-06-09","","[156728939]"
"1677","абдураззок","кодиназарович","сайдыков","сайдыков абдураззок кодиназарович","1967-01-30","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","sajdykov@teachingzone.net","9212691899","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","knives out","909","2024-01-30","2024-01-30","","[59241069]"
"1678","аракся","геннадьевеа","малищук","малищук аракся геннадьевеа","1961-06-12","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","malihuk@poop.com","9025674257","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","шестое чувство","284","2020-04-28","2023-03-05","","[523347874]"
"1679","зариббек","рачапович","касимиро","касимиро зариббек рачапович","1967-12-12","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","kasimiro@writeme.com","9852902297","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","остаться в живых","361","2024-09-01","2024-09-15","","[843871326]"
"1680","холисамо","гиляжевна","гучок","гучок холисамо гиляжевна","1970-01-11","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","guhok@latchess.com","9064559526","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","бумажный дом","1337","2020-12-21","2020-12-21","","[535912698]"
"1681","хебила","джасмеевна","арсенина","арсенина хебила джасмеевна","1988-05-20","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","arsenina@minister.com","9272909871","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","","980","2022-05-25","2022-05-25","","[866410153]"
"1682","ырыскул","абулхановна","кривашенок","кривашенок ырыскул абулхановна","0050-01-03","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","krivahenok@mad.scientist.com","9347259653","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","toy story","86","2022-02-21","2022-02-21","","[751112202]"
"1683","хабизат","анандаевна","осечкина","осечкина хабиба анандаевна","1982-07-01","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","osehkina@blida.info","9541202694","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","джокер","124","2022-08-23","2024-02-06","","[419544444, 949130990]"
"1684","турсунбу","кайдымовна","пашигорова","пашигорова турсунбу кайдымовна","2010-07-21","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","pahigorova@mindless.com","9319528934","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the pianist","917","2023-12-24","2023-12-24","","[357671848]"
"1685","бекзад","жумкенович","репп","репп бекзад жумкенович","1938-03-06","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","repp@punkass.com","9917017364","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","дэдпул","26","2020-04-05","2020-04-05","","[450916620]"
"1686","гульяна","лейбаевна","гирина","гирина гульяна лейбаевна","1933-05-06","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","girina@munich.com","9974009986","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","дюна","829","2021-10-07","2021-10-07","","[121032047]"
"1687","рустамали","калдарович","гуцол","гуцол рустамали калдарович","1984-12-22","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","guzol@doctor.com","9369112148","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","идентификация борна","1174","2024-08-12","2024-08-12","","[808538760]"
"1688","каве","мариантовна","егель","егель каве мариантовна","1989-06-01","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","egel_@london.com","9193892489","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the grand budapest hotel","112","2019-12-01","2019-12-01","","[501273355]"
"1689","каримжон","вафеевич","шамохин","шамохин каримжон вафеевич","1979-10-23","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","hamokin@zerogravityclub.com","9519628612","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","рик и морти","983","2024-05-19","2024-06-26","","[289926428]"
"1690","бигимага","зиятдиновна","слонецкая","слонецкая бигимага зиятдиновна","2000-11-08","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","slonezkay@albaha.cc","9834407323","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","la la land","46","2023-09-08","2023-09-08","","[250917303]"
"1691","каныкей","юрьвна","зяткина","зяткина каныкей юрьвна","1970-09-15","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","zytkina@graphic-designer.com","9315449228","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","бумажный дом","49","2019-11-09","2019-11-09","","[648337978]"
"1692","магомедшапи","федагиевич","мидори","мидори магомедшапи федагиевич","1978-01-16","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","midori@eliteral.com","9793712408","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","мстители: финал","1438","2024-02-10","2024-08-04","","[681791278]"
"1693","нурлыя","зиябековна","ещина","ещина нурлыя зиябековна","1972-08-20","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","ehina@gothicgirl.com","9038642849","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the great gatsby","427","2020-09-10","2020-09-10","","[463378916]"
